BRAND_NAME,WEEK_NUMBER,TOTAL_REVENUE
ONEPLUS,34,92.353902085
ONEPLUS,35,102.056193458
OPPO,22,2448.771777463
OPPO,23,3062.173636972
OPPO,24,3263.367148639
OPPO,25,2688.704095366
OPPO,26,2542.128796889
OPPO,27,2773.57488322
OPPO,28,2568.609786539
OPPO,29,2862.08867491
OPPO,30,2757.240902512
OPPO,31,3390.962974683
OPPO,32,3444.433093006
OPPO,33,3657.28608378
OPPO,34,3793.244348425
OPPO,35,3598.760758248
OPSSON,22,4.267143618
OPSSON,23,5.063368137
OPSSON,24,9.386892313
OPSSON,25,8.753246948
OPSSON,26,11.643013182
OPSSON,27,3.983470027
OPSSON,29,4.932272121
OPSSON,30,11.606532327
OPSSON,31,13.271070959
OPSSON,32,15.620332277
OPSSON,33,9.540511182
OPSSON,34,20.446913278
OPSSON,35,15.678503198
OPTOUCH,22,67.542176445
OPTOUCH,23,63.067969371
OPTOUCH,24,88.620482404
OPTOUCH,25,90.064151135
OPTOUCH,26,94.756620049
OPTOUCH,27,96.780918952
OPTOUCH,28,56.366318443
OPTOUCH,29,46.785612033
OPTOUCH,30,75.146139915
OPTOUCH,31,48.36420314
OPTOUCH,32,68.319071306
OPTOUCH,33,71.78708426
OPTOUCH,34,92.37390767
OPTOUCH,35,84.764182618
OUKITEL,23,11.051973854
OUKITEL,24,18.416590246
OUKITEL,27,12.473431465
OUKITEL,28,34.982381579
OUKITEL,29,7.887696887
OUKITEL,30,16.69659568
OUKITEL,31,26.020515381
OUKITEL,32,20.377550248
OUKITEL,33,27.009623343
OUKITEL,34,46.722256328
OUKITEL,35,14.519939636
PANASONIC,22,67.241591087
PANASONIC,23,22.979783681
PANASONIC,24,74.147312864
PANASONIC,25,67.826234335
PANASONIC,26,41.528872523
PANASONIC,27,72.371807842
PANASONIC,28,47.041151886
PANASONIC,29,57.712552618
PANASONIC,30,58.335124015
PANASONIC,31,56.411789542
PANASONIC,32,36.073071599
PANASONIC,33,75.373033616
PANASONIC,34,64.099780085
PANASONIC,35,50.499164088
PANTECH,22,4.828769632
PANTECH,23,7.449497627
PANTECH,24,9.308302897
PANTECH,25,17.434117247
PANTECH,26,14.532675695
PANTECH,27,19.64959596
PANTECH,28,11.582865383
PANTECH,29,13.836789062
PANTECH,30,18.465337055
PANTECH,31,9.108399957
PANTECH,32,14.065397483
PANTECH,33,8.365216181
PANTECH,34,15.35806104
PANTECH,35,9.327453258
PEACE,22,416.582330688
PEACE,23,468.993882087
PEACE,24,519.081674964
PEACE,25,455.190101053
PEACE,26,513.829625144
PEACE,27,405.90024544
PEACE,28,441.690894215
PEACE,29,487.089347562
PEACE,30,439.46789595
PEACE,31,482.580150755
PEACE,32,603.414571054
PEACE,33,579.106431409
PEACE,34,557.517185408
PEACE,35,636.263015124
PEL MOBILE PHONE,22,16.068636622
PEL MOBILE PHONE,23,5.626050362
PEL MOBILE PHONE,24,4.639901514
PEL MOBILE PHONE,26,15.552891249
PEL MOBILE PHONE,27,14.62434453
PEL MOBILE PHONE,28,2.956455104
PEL MOBILE PHONE,29,16.572991898
PEL MOBILE PHONE,30,4.412041591
PEL MOBILE PHONE,31,8.527359953
PEL MOBILE PHONE,32,19.308076347
PEL MOBILE PHONE,33,17.801227496
PEL MOBILE PHONE,34,14.445557525
PEL MOBILE PHONE,35,10.597430058
PEPKOR,22,13.381431399
PEPKOR,23,10.577039352
PEPKOR,24,19.730303388
PEPKOR,25,16.671983578
PEPKOR,26,11.374994744
PEPKOR,27,11.162565402
PEPKOR,28,7.276973226
PEPKOR,29,2.359129341
PEPKOR,30,3.029422209
PEPKOR,31,14.291185579
PEPKOR,32,16.704977708
PEPKOR,33,13.518037047
PEPKOR,34,3.307020992
PEPKOR,35,19.578487585
PHICOMM (SHANGHAI) CO LTD,22,11.246849041
PHICOMM (SHANGHAI) CO LTD,23,9.219272408
PHICOMM (SHANGHAI) CO LTD,24,18.508020665
PHICOMM (SHANGHAI) CO LTD,25,9.691276464
PHICOMM (SHANGHAI) CO LTD,26,1.754764866
PHICOMM (SHANGHAI) CO LTD,27,10.15749592
PHICOMM (SHANGHAI) CO LTD,28,16.682987241
PHICOMM (SHANGHAI) CO LTD,29,18.715376709
PHICOMM (SHANGHAI) CO LTD,30,14.345645539
PHICOMM (SHANGHAI) CO LTD,31,4.113882061
PHICOMM (SHANGHAI) CO LTD,32,26.267264533
PHICOMM (SHANGHAI) CO LTD,33,8.244656677
PHICOMM (SHANGHAI) CO LTD,34,12.191361158
PHICOMM (SHANGHAI) CO LTD,35,13.883470522
PHILIPS,22,15.230764786
PHILIPS,23,18.247674336
PHILIPS,24,8.790351956
PHILIPS,25,7.604513359
PHILIPS,26,17.455441206
PHILIPS,27,13.175634903
PHILIPS,28,0.5097273369
PHILIPS,29,14.938750919
PHILIPS,30,14.099121721
PHILIPS,31,15.011003091
PHILIPS,32,23.90052223
PHILIPS,33,41.726278936
PHILIPS,34,36.520555276
PHILIPS,35,30.552530659
PHOENIX,22,4.466638264
PHOENIX,23,1.485611593
PHOENIX,24,4.937126554
PHOENIX,25,11.978578911
PHOENIX,26,8.415176669
PHOENIX,27,6.532440696
PHOENIX,28,8.42989214
PHOENIX,29,18.294988047
PHOENIX,30,3.065243199
PHOENIX,31,18.221888874
PHOENIX,32,9.386288036
PHOENIX,33,13.676873771
PHOENIX,34,14.973467881
PHOENIX,35,18.623802926
PHONE CARE AXIOM TELECOM,22,22.615756617
PHONE CARE AXIOM TELECOM,23,10.067748477
PHONE CARE AXIOM TELECOM,24,14.281239364
PHONE CARE AXIOM TELECOM,25,25.247688192
PHONE CARE AXIOM TELECOM,26,37.280992053
PHONE CARE AXIOM TELECOM,27,32.08575578
PHONE CARE AXIOM TELECOM,28,10.914550414
PHONE CARE AXIOM TELECOM,29,15.592201243
PHONE CARE AXIOM TELECOM,30,14.121395375
PHONE CARE AXIOM TELECOM,31,21.856742398
PHONE CARE AXIOM TELECOM,32,21.123385429
PHONE CARE AXIOM TELECOM,33,32.979841985
PHONE CARE AXIOM TELECOM,34,28.185919926
PHONE CARE AXIOM TELECOM,35,26.823496955
PICUS,22,5.254384318
PICUS,23,11.728398467
PICUS,24,3.927033452
PICUS,25,8.887452089
PICUS,26,4.312671844
PICUS,27,13.191497091
PICUS,28,18.167434268
PICUS,29,3.553949594
PICUS,30,10.797905875
PICUS,31,21.057709287
PICUS,32,18.326565003
PICUS,33,4.893123908
PICUS,34,14.924302789
PICUS,35,13.268917914
PRESTIGIO,22,17.821933886
PRESTIGIO,23,11.135496419
PRESTIGIO,24,10.584314116
PRESTIGIO,25,14.631624603
PRESTIGIO,26,0.6399602811
PRESTIGIO,27,7.861397025
PRESTIGIO,28,14.886645494
PRESTIGIO,29,14.877919935
PRESTIGIO,30,1.592931792
PRESTIGIO,31,14.346272674
PRESTIGIO,32,12.669956872
PRESTIGIO,33,12.273200047
PRESTIGIO,34,5.38046411
PRESTIGIO,35,22.325850196
PRIMO,22,17.967786098
PRIMO,23,23.647543412
PRIMO,24,22.162127029
PRIMO,25,22.880261811
PRIMO,26,19.792398774
PRIMO,27,18.769067668
PRIMO,28,19.546556502
PRIMO,29,23.741923601
PRIMO,30,28.918436495
PRIMO,31,16.540075197
PRIMO,32,18.53748416
PRIMO,33,17.163305503
PRIMO,34,34.494963958
PRIMO,35,23.236495479
QMOBILE,22,119.130630382
QMOBILE,23,73.684598087
QMOBILE,24,101.805366434
QMOBILE,25,89.116708338
QMOBILE,26,85.249083327
QMOBILE,27,70.273399724
QMOBILE,28,84.102331428
QMOBILE,29,65.407540312
QMOBILE,30,37.761679428
QMOBILE,31,83.413402874
QMOBILE,32,82.036636833
QMOBILE,33,106.161481277
QMOBILE,34,101.912774189
QMOBILE,35,99.3087458
QPHONE,22,336.091002975
QPHONE,23,472.627751595
QPHONE,24,458.667892313
QPHONE,25,419.814135877
QPHONE,26,454.167316617
QPHONE,27,323.299985367
QPHONE,28,431.722059255
QPHONE,29,436.294051871
QPHONE,30,441.130247143
QPHONE,31,491.571435213
QPHONE,32,482.383382462
QPHONE,33,527.583451277
QPHONE,34,587.260351659
QPHONE,35,497.579937384
QUANTUM,23,7.93635344
QUANTUM,24,5.275966018
QUANTUM,25,13.885578287
QUANTUM,26,6.909585482
QUANTUM,27,14.563176665
QUANTUM,29,11.181541798
QUANTUM,30,19.792641758
QUANTUM,33,3.39541813
QUANTUM,34,20.35534691
QUANTUM,35,16.444692471
QUARTEL,22,13.259016093
QUARTEL,23,7.762792238
QUARTEL,24,19.986144296
QUARTEL,25,17.841472332
QUARTEL,26,16.908093072
QUARTEL,27,3.257946336
QUARTEL,28,20.110429804
QUARTEL,29,15.785525747
QUARTEL,30,12.258498285
QUARTEL,31,6.272763767
QUARTEL,32,5.568389391
QUARTEL,33,4.90086108
QUARTEL,34,18.191298416
QUARTEL,35,21.284077797
QUARTEL INFOTECH,22,107.329537473
QUARTEL INFOTECH,23,115.07920789
QUARTEL INFOTECH,24,127.35592634
QUARTEL INFOTECH,25,96.047114054
QUARTEL INFOTECH,26,88.237659894
QUARTEL INFOTECH,27,133.636431612
QUARTEL INFOTECH,28,127.716802471
QUARTEL INFOTECH,29,119.284813969
QUARTEL INFOTECH,30,122.657903085
QUARTEL INFOTECH,31,90.485608315
QUARTEL INFOTECH,32,130.081330593
QUARTEL INFOTECH,33,119.087303948
QUARTEL INFOTECH,34,123.791843169
QUARTEL INFOTECH,35,170.180012497
QUECTEL WIRELESS,30,34.921951672
QUECTEL WIRELESS,31,27.059950297
QUECTEL WIRELESS,32,13.577574975
QUECTEL WIRELESS,33,76.618029636
QUECTEL WIRELESS,34,81.231026972
QUECTEL WIRELESS,35,36.075152325
RAINBOW,22,24.704188707
RAINBOW,23,24.047236563
RAINBOW,24,40.78880875
RAINBOW,25,26.550140763
RAINBOW,26,27.813847052
RAINBOW,27,6.033145533
RAINBOW,28,23.018227872
RAINBOW,29,38.05167621
RAINBOW,30,28.850040675
RAINBOW,31,14.156988179
RAINBOW,32,8.257305688
RAINBOW,33,39.893875516
RAINBOW,34,13.491180219
RAINBOW,35,32.629427336
RAJON,22,111.162264936
RAJON,23,154.315578979
RAJON,24,118.202655921
RAJON,25,152.499627448
RAJON,26,98.670465981
RAJON,27,163.390592797
RAJON,28,119.273681022
RAJON,29,199.282994511
RAJON,30,155.909279436
RAJON,31,152.712121208
RAJON,32,140.087063952
RAJON,33,147.375065963
RAJON,34,147.881467804
RAJON,35,175.179222413
RANGS,22,277.476926974
RANGS,23,406.421258071
RANGS,24,439.733936226
RANGS,25,382.513418544
RANGS,26,278.597642668
RANGS,27,298.156877973
RANGS,28,358.362449119
RANGS,29,355.820957951
RANGS,30,283.313477683
RANGS,31,325.59886961
RANGS,32,335.472209177
RANGS,33,423.030588496
RANGS,34,489.731087189
RANGS,35,470.699590114
REACH TECH,22,49.326992641
REACH TECH,23,12.594904604
REACH TECH,24,38.066344271
REACH TECH,25,22.137658578
REACH TECH,26,31.90248124
REACH TECH,27,49.032100695
REACH TECH,28,48.573430153
REACH TECH,29,29.194018253
REACH TECH,30,28.491400781
REACH TECH,31,27.902623983
REACH TECH,32,28.089603187
REACH TECH,33,41.770783459
REACH TECH,34,58.415473092
REACH TECH,35,44.106117613
RIVO,22,22.745871633
RIVO,23,31.774922536
RIVO,24,12.443704657
RIVO,25,30.70140831
RIVO,26,12.476843695
RIVO,27,20.063262104
RIVO,28,19.204659659
RIVO,29,15.870316452
RIVO,30,6.960939201
RIVO,31,26.346197
RIVO,32,18.325086763
RIVO,33,21.339142298
RIVO,34,25.486274914
RIVO,35,7.623276613
RIYA,22,170.689944528
RIYA,23,236.65562619
RIYA,24,270.754353287
RIYA,25,188.981172569
RIYA,26,236.468024907
RIYA,27,197.090763637
RIYA,28,212.749344737
RIYA,29,156.07542126
RIYA,30,271.231447253
RIYA,31,236.496039814
RIYA,32,225.233502801
RIYA,33,283.809659843
RIYA,34,227.861500181
RIYA,35,184.884420079
SAMSUNG,22,36912.310494434
SAMSUNG,23,44895.900036509
SAMSUNG,24,47419.151060796
SAMSUNG,25,38211.767521221
SAMSUNG,26,38707.970599305
SAMSUNG,27,39876.833943907
SAMSUNG,28,38914.180739142
SAMSUNG,29,42985.447349132
SAMSUNG,30,44075.260082577
SAMSUNG,31,48970.155591561
SAMSUNG,32,49577.616643711
SAMSUNG,33,52312.431884768
SAMSUNG,34,52968.666583778
SAMSUNG,35,53378.525977783
SB TEL,22,3690.982412354
SB TEL,23,4320.413934631
SB TEL,24,4470.799232916
SB TEL,25,3994.035263412
SB TEL,26,3961.329442488
SB TEL,27,3756.896511599
SB TEL,28,3796.220355969
SB TEL,29,4088.308807916
SB TEL,30,4255.218443467
SB TEL,31,4490.502022419
SB TEL,32,4470.172608034
SB TEL,33,4567.712526719
SB TEL,34,4741.663603512
SB TEL,35,4749.892967871
"SHARP CORPORATION, IOT COMMUNICATION BU",22,3.664639173
"SHARP CORPORATION, IOT COMMUNICATION BU",23,9.73863859
"SHARP CORPORATION, IOT COMMUNICATION BU",24,42.650995841
"SHARP CORPORATION, IOT COMMUNICATION BU",25,13.749542976
"SHARP CORPORATION, IOT COMMUNICATION BU",26,7.80625923
"SHARP CORPORATION, IOT COMMUNICATION BU",27,9.463374325
"SHARP CORPORATION, IOT COMMUNICATION BU",28,19.775394067
"SHARP CORPORATION, IOT COMMUNICATION BU",29,28.163337967
"SHARP CORPORATION, IOT COMMUNICATION BU",30,5.050949678
"SHARP CORPORATION, IOT COMMUNICATION BU",31,8.072184957
"SHARP CORPORATION, IOT COMMUNICATION BU",32,31.219469407
"SHARP CORPORATION, IOT COMMUNICATION BU",33,16.281088437
"SHARP CORPORATION, IOT COMMUNICATION BU",34,20.245611846
"SHARP CORPORATION, IOT COMMUNICATION BU",35,39.106876343
SICO,22,14.963290511
SICO,23,20.403526893
SICO,24,7.65954824
SICO,25,3.40407603
SICO,26,2.946238288
SICO,27,15.086477512
SICO,28,17.484152624
SICO,29,13.576897132
SICO,30,15.82802319
SICO,31,24.049422716
SICO,32,22.7227558
SICO,33,25.318391378
SICO,34,19.147902035
SICO,35,9.864122117
SIEMENS,22,168.184041673
SIEMENS,23,166.909559862
SIEMENS,24,209.426946184
SIEMENS,25,147.124691645
SIEMENS,26,122.213505963
SIEMENS,27,173.377602073
SIEMENS,28,229.956226951
SIEMENS,29,207.719624983
SIEMENS,30,183.425422356
SIEMENS,31,184.936079153
SIEMENS,32,176.6366361
SIEMENS,33,161.849211627
SIEMENS,34,206.708889362
SIEMENS,35,154.487260954
SIERRA WIRELESS,25,10.869397311
SIERRA WIRELESS,26,17.783441053
SIERRA WIRELESS,27,3.699210008
SIERRA WIRELESS,28,9.439816248
SIERRA WIRELESS,29,10.663295931
SIERRA WIRELESS,30,10.060779819
SIERRA WIRELESS,31,13.170484379
SIERRA WIRELESS,32,19.367517822
SIERRA WIRELESS,33,11.5883994
SIERRA WIRELESS,34,10.077390632
SIERRA WIRELESS,35,22.091562761
SINGTECH,24,6.180592688
SINGTECH,25,8.625473293
SINGTECH,26,11.221508564
SINGTECH,27,5.385976818
SINGTECH,28,3.54248494
SINGTECH,29,9.832056971
SINGTECH,30,5.449279865
SINGTECH,31,10.246179222
SINGTECH,32,6.032017919
SINGTECH,33,20.875721418
SINGTECH,34,20.152361376
SINGTECH,35,17.175834646
SKK,22,6.449128964
SKK,23,6.967994599
SKK,24,5.683910329
SKK,25,12.335454954
SKK,26,10.008451479
SKK,27,25.119521014
SKK,28,33.566595672
SKK,29,30.905026614
SKK,30,23.863737151
SKK,31,26.336155128
SKK,32,20.277416874
SKK,33,12.832504394
SKK,34,17.438656311
SKK,35,35.242306301
SKY,22,18.302886909
SKY,23,15.294864219
SKY,24,5.935665485
SKY,25,13.03790461
SKY,26,10.25726929
SKY,27,13.325210011
SKY,28,17.277022403
SKY,29,6.612209241
SKY,30,3.920110714
SKY,31,19.313276203
SKY,32,12.483542696
SKY,33,20.514310499
SKY,34,22.388830296
SKY,35,13.540233878
SKY BLUE,22,51.327084286
SKY BLUE,23,50.42070914
SKY BLUE,24,79.542063149
SKY BLUE,25,85.569551809
SKY BLUE,26,26.369681714
SKY BLUE,27,80.930756272
SKY BLUE,28,34.964980537
SKY BLUE,29,56.589866454
SKY BLUE,30,83.637635516
SKY BLUE,31,69.303068817
SKY BLUE,32,65.039428041
SKY BLUE,33,63.947650692
SKY BLUE,34,61.817504774
SKY BLUE,35,58.770265775
SMART,22,86.886492782
SMART,23,110.542558843
SMART,24,95.089390076
SMART,25,82.90451632
SMART,26,92.753896434
SMART,27,104.895965774
SMART,28,118.358545573
SMART,29,106.017851132
SMART,30,68.461639182
SMART,31,115.777793778
SMART,32,142.458671552
SMART,33,149.830850213
SMART,34,130.92818311
SMART,35,119.844433987
SMARTA,22,151.863686948
SMARTA,23,123.858410007
SMARTA,24,154.360807626
SMARTA,25,95.837483555
SMARTA,26,164.158064793
SMARTA,27,149.346735625
SMARTA,28,142.518187398
SMARTA,29,159.809569077
SMARTA,30,112.269091047
SMARTA,31,111.571719448
SMARTA,32,179.510634594
SMARTA,33,157.779826673
SMARTA,34,158.320079239
SMARTA,35,145.289911753
SMARTCELL,28,12.537115234
SMARTCELL,29,4.42646654
SMARTCELL,30,14.470147018
SMARTCELL,31,12.120914155
SMARTCELL,32,9.737154521
SMARTCELL,33,12.479696277
SMARTCELL,34,13.394284328
SMARTCELL,35,14.25861166
SMILE,22,20.038596008
SMILE,23,0.7675196661
SMILE,24,15.76626844
SMILE,25,8.884993445
SMILE,26,4.622163082
SMILE,27,19.181828564
SMILE,28,11.950715352
SMILE,29,8.764966593
SMILE,30,19.084321113
SMILE,31,31.73964148
SMILE,32,7.89996746
SMILE,33,35.53083334
SMILE,34,23.766408737
SMILE,35,35.031569661
SONOVO,22,27.783379676
SONOVO,23,61.590783094
SONOVO,24,31.144621075
SONOVO,25,29.303964772
SONOVO,26,41.982125942
SONOVO,27,48.677646555
SONOVO,28,24.059653721
SONOVO,29,21.146288732
SONOVO,30,27.918251811
SONOVO,31,29.260351696
SONOVO,32,46.724200283
SONOVO,33,11.219830277
SONOVO,34,44.22255256
SONOVO,35,41.882201736
SONY,22,45.311586295
SONY,23,53.338534326
SONY,24,46.10453084
SONY,25,47.023489304
SONY,26,42.35290954
SONY,27,38.668791079
SONY,28,33.938131502
SONY,29,50.31405314
SONY,30,37.206680481
SONY,31,62.446485283
SONY,32,34.475641708
SONY,33,72.968862513
SONY,34,51.998158373
SONY,35,66.646054097
SONYERICSSON,22,237.274942214
SONYERICSSON,23,359.258174317
SONYERICSSON,24,364.007391317
SONYERICSSON,25,367.006550547
SONYERICSSON,26,301.226435158
SONYERICSSON,27,462.113457738
SONYERICSSON,28,352.828166534
SONYERICSSON,29,410.035067613
SONYERICSSON,30,329.067524516
SONYERICSSON,31,348.673062583
SONYERICSSON,32,303.822732115
SONYERICSSON,33,342.496247043
SONYERICSSON,34,284.95849476
SONYERICSSON,35,376.502678246
SPORTS,22,156.413467092
SPORTS,23,194.108957772
SPORTS,24,197.871789984
SPORTS,25,83.10555449
SPORTS,26,149.250749045
SPORTS,27,152.221759592
SPORTS,28,159.743592741
SPORTS,29,170.324410671
SPORTS,30,172.95793526
SPORTS,31,166.669484
SPORTS,32,124.763362044
SPORTS,33,126.99180279
SPORTS,34,193.162767084
SPORTS,35,189.213916569
SPREADTRUM,25,15.632466393
SPREADTRUM,26,30.506343613
SPREADTRUM,27,30.901426002
SPREADTRUM,29,25.467905385
SPREADTRUM,30,32.425208087
SPREADTRUM,32,26.297835325
SPREADTRUM,33,35.901230569
SPREADTRUM,34,16.031130939
SPREADTRUM,35,6.512618065
SPRINT,22,16.008212844
SPRINT,23,14.809516116
SPRINT,24,21.29271877
SPRINT,26,9.835312846
SPRINT,27,13.124344514
SPRINT,28,11.043153978
SPRINT,30,5.218957314
SPRINT,31,13.220016535
SPRINT,32,19.340223184
SPRINT,33,18.893108855
SPRINT,34,17.341699349
SPRINT,35,15.47201572
STAR CELLS,24,13.343634318
STAR CELLS,25,3.86201021
STAR CELLS,26,3.290102596
STAR CELLS,27,13.196122967
STAR CELLS,28,4.144053746
STAR CELLS,30,19.781562026
STAR CELLS,31,14.805412812
STAR CELLS,32,19.70956836
STAR CELLS,33,15.90113523
STAR CELLS,34,18.518551187
STARK,22,54.799456094
STARK,23,86.083016123
STARK,24,87.561560081
STARK,25,69.705539049
STARK,26,65.790286459
STARK,27,90.164795343
STARK,28,118.084772676
STARK,29,60.683634476
STARK,30,77.800681841
STARK,31,94.180754764
STARK,32,68.137150719
STARK,33,118.023205687
STARK,34,98.250067936
STARK,35,97.453913395
STIL,22,1.117964858
STIL,23,5.384458592
STIL,24,4.649235264
STIL,27,19.207212293
STIL,32,18.653738015
STIL,33,2.560102704
STRAWBERRY,22,132.181188031
STRAWBERRY,23,121.180843125
STRAWBERRY,24,161.496576225
STRAWBERRY,25,118.883614145
STRAWBERRY,26,191.40745811
STRAWBERRY,27,180.369212551
STRAWBERRY,28,104.026739594
STRAWBERRY,29,211.020465669
STRAWBERRY,30,153.007680414
STRAWBERRY,31,236.605681733
STRAWBERRY,32,222.934549887
STRAWBERRY,33,260.375285019
STRAWBERRY,34,266.169674849
STRAWBERRY,35,173.538106633
STYLUS,22,164.4886903
STYLUS,23,200.603554955
STYLUS,24,176.210521022
STYLUS,25,174.382474682
STYLUS,26,169.590977933
STYLUS,27,165.705282183
STYLUS,28,199.440961105
STYLUS,29,189.982504938
STYLUS,30,201.649344208
STYLUS,31,202.49065389
STYLUS,32,162.239352865
STYLUS,33,286.35035898
STYLUS,34,223.115082478
STYLUS,35,203.8347786
SUNUP,22,13.841330631
SUNUP,23,20.665530446
SUNUP,24,17.025653732
SUNUP,25,19.038649095
SUNUP,26,5.691150589
SUNUP,27,8.987489447
SUNUP,28,14.729136724
SUNUP,29,15.460205072
SUNUP,30,2.277985866
SUNUP,31,2.784482926
SUNUP,32,20.254094329
SUNUP,33,11.986985313
SUNUP,34,11.854503563
SUNUP,35,9.422748603
SUPER STAR,22,119.823683276
SUPER STAR,23,164.50760735
SUPER STAR,24,150.315840396
SUPER STAR,25,179.605398225
SUPER STAR,26,199.911221308
SUPER STAR,27,203.634168486
SUPER STAR,28,173.120912537
SUPER STAR,29,212.883939874
SUPER STAR,30,203.280389045
SUPER STAR,31,149.44059632
SUPER STAR,32,174.449864749
SUPER STAR,33,166.050124243
SUPER STAR,34,134.70157286
SUPER STAR,35,193.174853693
SYMPHONY,22,28970.641666566
SYMPHONY,23,33985.399777573
SYMPHONY,24,35539.732772728
SYMPHONY,25,30810.193594109
SYMPHONY,26,30668.923015626
SYMPHONY,27,30507.696156179
SYMPHONY,28,31507.962674388
SYMPHONY,29,32926.592975799
SYMPHONY,30,33295.218353292
SYMPHONY,31,37030.606154566
SYMPHONY,32,37521.371401624
SYMPHONY,33,38236.40474255
SYMPHONY,34,39869.339894683
SYMPHONY,35,39490.449001568
TAUFIKA,22,60.948655702
TAUFIKA,23,115.027290599
TAUFIKA,24,132.286924771
TAUFIKA,25,83.118908431
TAUFIKA,26,89.475299677
TAUFIKA,27,67.588505919
TAUFIKA,28,92.225900661
TAUFIKA,29,119.659039853
TAUFIKA,30,119.38313359
TAUFIKA,31,153.771636195
TAUFIKA,32,118.099093915
TAUFIKA,33,96.837638953
TAUFIKA,34,131.411178468
TAUFIKA,35,72.872142297
TECNO,22,220.202451787
TECNO,23,260.716150317
TECNO,24,216.241298271
TECNO,25,197.237934396
TECNO,26,194.228549461
TECNO,27,159.42558272
TECNO,28,169.278227707
TECNO,29,301.499211759
TECNO,30,234.314927047
TECNO,31,327.469355935
TECNO,32,275.453741203
TECNO,33,371.668885013
TECNO,34,355.499246873
TECNO,35,357.131528727
TELEGO,22,20.708965928
TELEGO,23,27.659865354
TELEGO,24,30.223589894
TELEGO,25,17.923424756
TELEGO,26,18.751370316
TELEGO,27,12.01548815
TELEGO,28,27.149779506
TELEGO,29,17.623956594
TELEGO,30,31.089940284
TELEGO,31,33.996686175
TELEGO,32,32.643875008
TELEGO,33,18.762551737
TELEGO,34,25.60515055
TELEGO,35,9.520018939
TINMO,22,536.527419284
TINMO,23,505.537245551
TINMO,24,556.811217615
TINMO,25,411.924312186
TINMO,26,483.47338562
TINMO,27,475.332866801
TINMO,28,456.066283508
TINMO,29,609.712098238
TINMO,30,632.038437334
TINMO,31,617.198852407
TINMO,32,633.289256151
TINMO,33,730.222390611
TINMO,34,549.253601867
TINMO,35,610.350131575
TINNO,23,9.387466086
TINNO,27,2.208198017
TINNO,28,2.33831216
TINNO,29,7.47853373
TINNO,30,3.246609899
TINNO,31,18.600942091
TINNO,32,11.691714553
TINNO,33,2.412909119
TINNO,34,11.526539212
TITANIC MOBILE,22,522.581572003
TITANIC MOBILE,23,572.439858754
TITANIC MOBILE,24,549.566916237
TITANIC MOBILE,25,576.989502343
TITANIC MOBILE,26,530.213384915
TITANIC MOBILE,27,554.181117721
TITANIC MOBILE,28,521.080420512
TITANIC MOBILE,29,438.84654669
TITANIC MOBILE,30,446.45246948
TITANIC MOBILE,31,647.104202817
TITANIC MOBILE,32,573.996094687
TITANIC MOBILE,33,562.441888965
TITANIC MOBILE,34,697.204476997
TITANIC MOBILE,35,718.953797126
TOUCHMATE,22,1.685979126
TOUCHMATE,23,3.205755518
TOUCHMATE,24,6.616868851
TOUCHMATE,28,15.614237915
TOUCHMATE,29,7.930746583
TOUCHMATE,30,9.830637328
TOUCHMATE,31,18.091675811
TOUCHMATE,32,11.129289271
TOUCHMATE,33,4.423741949
TOUCHMATE,34,4.677251009
TOUCHMATE,35,14.155455942
TP-LINK,22,25.195552972
TP-LINK,23,55.373083902
TP-LINK,24,25.60064352
TP-LINK,25,25.358614266
TP-LINK,26,40.62543284
TP-LINK,27,40.400826003
TP-LINK,28,5.797094279
TP-LINK,29,7.134642785
TP-LINK,30,21.404948376
TP-LINK,31,9.778053183
TP-LINK,32,51.417654777
TP-LINK,33,43.107507444
TP-LINK,34,46.350636688
TP-LINK,35,22.540148992
TRIDENT,23,20.017872646
TRIDENT,24,8.10965137
TRIDENT,25,14.904746314
TRIDENT,26,2.668237132
TRIDENT,28,18.906424633
TRIDENT,31,6.430724326
TRIDENT,33,9.308680889
TRIDENT,34,11.135992269
TRIDENT,35,16.392403029
TWINMOS,22,1.386548802
TWINMOS,23,6.389547349
TWINMOS,24,19.546686537
TWINMOS,25,8.474778083
TWINMOS,26,13.387119387
TWINMOS,27,6.267545332
TWINMOS,28,10.789347908
TWINMOS,29,13.450500565
TWINMOS,31,13.531731983
TWINMOS,32,18.654943092
TWINMOS,33,3.346905578
TWINMOS,34,4.060579514
TWINMOS,35,13.118544437
VIVO,22,208.512147344
VIVO,23,252.746291998
VIVO,24,323.843803093
VIVO,25,228.068848036
VIVO,26,297.009844537
VIVO,27,294.697833066
VIVO,28,275.549204094
VIVO,29,307.235787272
VIVO,30,292.064947926
VIVO,31,293.763024895
VIVO,32,332.501069384
VIVO,33,395.621262913
VIVO,34,375.45871591
VIVO,35,343.093108148
VSUN,22,56.55100561
VSUN,23,35.52106974
VSUN,24,44.404582975
VSUN,25,44.598099826
VSUN,26,36.54874677
VSUN,27,76.684974186
VSUN,28,62.190854064
VSUN,29,75.439379776
VSUN,30,36.348476233
VSUN,31,26.221075379
VSUN,32,88.941377341
VSUN,33,41.78052565
VSUN,34,44.348906854
VSUN,35,105.916394832
VTECH,22,18.591746083
VTECH,23,11.666657718
VTECH,24,13.102687652
VTECH,25,15.038265013
VTECH,26,11.162818145
VTECH,27,7.548508616
VTECH,28,3.775817887
VTECH,29,10.692457921
VTECH,30,6.265487129
VTECH,31,12.47947775
VTECH,32,14.037083141
